doi,year,authors,title,journal,citations,relevance,crop,metric_used,selection_method,contribution,url
10.56093/ijas.v94i2.142323,2024,DEVI VEENA; SETHI MEHAK; KAUR CHARANJEET; RAIGAR OM PRAKASH; KUMAR RAMESH; CHAUDHARY DHARAM PAUL,Genetic diversity among maize (Zea mays) inbred lines for methionine and yield associated traits,The Indian Journal of Agricultural Sciences,2,2,maize,"broad-sense heritability, PCA, cluster analysis",cluster analysis,22 inbreds clustered by methionine/yield traits; guides breeding program crosses.,https://doi.org/10.56093/ijas.v94i2.142323
10.31742/ijgpb.79.4.4,2020,Kumar Amarjeet; Singh N. K.; Adhikari Sneha; Joshi Anjali,Morphological and molecular characterization of teosinte derived maize population,Indian Journal of Genetics and Plant Breeding (The),2,2,maize,"allelic richness (SSR markers), genetic distance",introgression of teosinte alleles into maize,Characterizes diversity from wild-species introgression; tracks allelic contribution in BC1F4 lines.,https://doi.org/10.31742/ijgpb.79.4.4
10.3390/plants9020138,2020,Mowers Ronald P.; Foster David J.,"Genetic Variance Estimates for Maize Yield, Grain Moisture, and Stalk Lodging for Doubled-Haploid and Conventional Selfed-Line Hybrids",Plants,2,2,maize,Estimated genetic variance,,Genetic variance higher in DH than S2; diversity consequence discussed but no selection optimization.,https://doi.org/10.3390/plants9020138
10.22159/ijags.2022.v10i6.46548,2022,AL-NAGGAR AHMED MEDHAT MOHAMED; SOLIMAN AHMED MONGED; HUSSIEN MONA HASHEM; IBRAHIM SHAFIK DARWISH; HASSAN MOHAMED ELHAM MOHAMED,GENETIC RELATEDNESS AMONG MAIZE INBRED LINES BASED ON ISSR MARKERS AND ITS ASSOCIATION WITH HETEROSIS AND HYBRID PERFORMANCE,Innovare Journal of Agricultural Sciences,2,2,maize,genetic similarity coefficients from ISSR markers,,Genetic diversity quantified by molecular markers; relationship with heterosis/yield measured descriptively.,https://doi.org/10.22159/ijags.2022.v10i6.46548
10.3390/plants14101552,2025,"Li X, Li Y, Sun Y, Li S, Cai Q, Li S, Sun M, Yu T, Meng X, Zhang J.",Integrating Genetic Diversity and Agronomic Innovations for Climate-Resilient Maize Systems.,,2,2,maize,"Genetic diversity from wild relatives, allelic variation captured by genomic selection","Genomic selection (GS), marker-assisted selection (MAS), speed breeding",Integrates wild-relative diversity and discusses GS/MAS for climate resilience; lacks formal diversity metrics.,https://doi.org/10.3390/plants14101552
10.3390/genes13122289,2022,"Adu GB, Badu-Apraku B, Akromah R, Awuku FJ.",Combining Abilities and Heterotic Patterns among Early Maturing Maize Inbred Lines under Optimal and <i>Striga</i>-Infested Environments.,,2,2,maize,"SNP genetic distance, general combining ability","heterotic group classification (HGCAMT, SNP-GD)",Assigns inbreds to heterotic groups; evaluates combining ability under Striga stress.,https://doi.org/10.3390/genes13122289
10.1007/s13353-022-00740-w,2023,"Niedziela A, Bednarek PT.",Population structure and genetic diversity of a germplasm for hybrid breeding in rye (Secale cereale L.) using high-density DArTseq-based silicoDArT and SNP markers.,,2,2,rye,"expected heterozygosity (He=0.31–0.35), Shannon diversity index, SNP and silicoDArT markers","population structure, heterotic grouping (RF and CMS lines)",Quantifies rye diversity for hybrid breeding; compares marker systems and germplasm groups.,https://doi.org/10.1007/s13353-022-00740-w
10.1038/s41467-025-65563-9,2025,"Li G, Schmidt RH, Zhao Y, Reif JC, Jiang Y.",Powerful one-dimensional scan to detect heterotic quantitative trait loci.,,2,2,wheat,"heterotic QTL contribution, epistatic interactions","hQTL-ODS one-dimensional scanning, heterosis mapping",Genome-wide heterotic QTL detection in 5243 hybrids; identifies loci contributing to heterosis.,https://doi.org/10.1038/s41467-025-65563-9
10.1111/mec.17720,2025,"Takou M, Schulz K, Stetter MG.",Local Selection Shaped the Diversity of European Maize Landraces.,,2,2,maize,"genetic diversity (genome-wide markers), population structure, genetic load, allele frequency change",population-level diversity and selection signature analysis,Quantifies diversity erosion and genetic load in European landraces; documents selection-driven diversity patterns.,https://doi.org/10.1111/mec.17720
10.1371/journal.pone.0313850,2025,"Mukhebi DW, Gachanja PW, Karan DJ, Kamau BM, King'ori PW, Juma BS, Mbinda WM.",DArTseq-based silicoDArT and SNP markers reveal the genetic diversity and population structure of Kenyan cashew (Anacardium occidentale L.) landraces.,,2,2,cashew,"DArT silicoDArT, SNP markers, population structure",,Establishes genomic baseline for diversity; addresses climate resilience but no selection method.,https://doi.org/10.1371/journal.pone.0313850
10.1111/eva.70155,2025,"Beck SV, May SA, Kess T, Bradbury IR, Lozada-Soto EA, Wellenreuther M.",Applying Genomic Offsets to Breeding Programmes: Bridging Evolutionary Insights With Practical Applications.,,2,2,none,genomic offsets,selective breeding with genomic offset assessment,Proposes genomic offsets to manage genotype-by-environment interactions in breeding; potential diversity applications.,https://doi.org/10.1111/eva.70155
10.1111/eva.70092,2025,"Beaman JE, Gates K, Saltré F, Hogg CJ, Belov K, Ashman K, da Silva KB, Beheregaray LB, Bradshaw CJA.",A Guide for Developing Demo-Genetic Models to Simulate Genetic Rescue.,,2,2,none,"genetic drift, inbreeding",genetic rescue,Demo-genetic modeling of genetic rescue in small populations; conservation rather than crop breeding.,https://doi.org/10.1111/eva.70092
10.1007/s00122-024-04645-6,2024,"Li Z, Zhu QH, Moncuquet P, Wilson I, Llewellyn D, Stiller W, Liu S.",Quantitative genomics-enabled selection for simultaneous improvement of lint yield and seed traits in cotton (Gossypium hirsutum L.).,,2,2,cotton,"QTL, prediction accuracy, heritability, correlation",Bayesian linkage-disequilibrium genomic prediction for multi-parent population,Genomic prediction in multi-parent RIL population; simultaneous trait improvement.,https://doi.org/10.1007/s00122-024-04645-6
10.1038/s41598-025-10654-2,2025,"Stella AA, Pavan JPS, Araújo MS, Fregonezi BF, Unzimai IV, Leles EP, Santos MF, Goldsmith P, Chigeza G, Diers BW, Gathungu T, Njoroge J, Pinheiro JB.",Soybean selection in Kenya enhanced by multi-trait and genotype-by-environment interaction modeling.,,2,2,soybean,"genotype-by-environment interaction (G×E), stability indices (Weighted Average of Absolute Scores)","multi-trait index selection (Desired Gain Index), 20% selection intensity",Soybean; multi-trait selection under G×E; stability-based selection but diversity trade-off not explicitly addressed.,https://doi.org/10.1038/s41598-025-10654-2
10.1093/plphys/kiag052,2026,"Silvestre S, Prigent S, Pétriacq P, Hassall KL, Le Boulch M, Da Costa A, Tellier F, Alberghini B, Aldorino E, Hallab A, Großkinsky DK, Cassan C, Monti A, Prieto J, Leon P, Yambanis YH, Gibon Y, Usadel",Assessment of phenotypic trait plasticity in the oilseed Camelina sativa using integrated early stage abiotic stress and field studies.,,2,2,camelina,genetic diversity panel of 54 accessions,,Diversity panel phenotyped for stress traits; selection context implied but not explicit.,https://doi.org/10.1093/plphys/kiag052
10.1002/ece3.72043,2025,"Luo L, Wang Q, Li X, Xu D, Hu H.",Population Genetic Diversity and Species Distribution Evaluation of &lt;i&gt;Bletilla striata&lt;/i&gt; (Orchidaceae) in Southwest China Using SSR Markers.,,2,2,orchid (non-crop),"Na, Ne, PIC, Ho, He, population differentiation",SSR markers; population structure and genetic diversity assessment,"Genetic diversity quantified across 18 populations; conservation focus, not breeding gain.",https://doi.org/10.1002/ece3.72043
10.1002/tpg2.70149,2025,"Ruperao P, Vemula AK, Valluri VK, Manda S, Srivastava RK, Mayes S, Varshney RK, Kudapa H.","Assessing genetic diversity and performing genome-wide association studies (GWAS) using multiple marker types across desi, kabuli, and wild accessions in chickpea (Cicer arietinum L.).",,2,2,chickpea,"SNP, indel, PAV diversity",,"Multi-marker diversity in desi, kabuli, wild types; diversity characterized but no selection method for gain–diversity trade-off.",https://doi.org/10.1002/tpg2.70149
10.1371/journal.pone.0340826,2026,"Ramirez-Gil JG, López-Hernández F, Conejo-Rodriguez DF, Henao-Rojas JC, Quiroga-Benavides KE, Cortés AJ, Chacón-Sánchez MI.",GermVersity: A free and user-friendly interface to enhance the visualization and analysis of genebank data.,,2,2,multi-crop (bean genebank focus),genetic diversity via SNP data; genetic clustering/populations,core collection prioritization via phenotypic and SNP analysis,Platform for genebank diversity visualization and germplasm prioritization; relevant to core-collection selection but not explicit optimization.,https://doi.org/10.1371/journal.pone.0340826
10.1002/tpg2.70023,2025,"Lin Z, Li Y, Riaz A, Sudheesh S, Yazdifar S, Atieno J, Blake S, Croser J, Fanning J, Hayden MJ, Kaur S.",Assessing the utility of genomic selection to breed for durable Ascochyta blight resistance in chickpea.,,2,2,chickpea,"SNPs (23,239 high-quality), broad germplasm collections",genomic selection for Ascochyta resistance,Applies genomic selection to pathogen resistance; no explicit diversity constraint mechanism described.,https://doi.org/10.1002/tpg2.70023
10.1038/s41467-025-59488-6,2025,"M McLaughlin C, Shi Y, Viswanathan V, Sawers RJH, Kemanian AR, Lasky JR.",Maladaptation in cereal crop landraces following a soot-producing climate catastrophe.,,2,2,maize,"gradient forest offset, genomic markers, landrace adaptation",gradient forest models for matching landraces to future conditions,Uses genomic markers to identify maize/cereal landraces matched to post-catastrophic stress environments.,https://doi.org/10.1038/s41467-025-59488-6
10.1002/tpg2.70118,2025,"Chen S, Lin M, Taniguti CH, Tang X, de la Torre F, Sideli GM, Iorizzo M, Edger PP, Neyhart J, Zalapa J, Bassil N, Heller-Uszynska K, Zhao D, Beil CT, Sheehan MJ.",A public mid-density genotyping platform for cultivated cranberry (Vaccinium macrocarpon Aiton).,,2,2,cranberry,genetic diversity (max diversity among breeding germplasm prioritized in marker selection),3K SNP panel optimization for germplasm characterization,Panel designed to maximize genetic diversity in cultivated germplasm; validates diverse accessions and hybrids but no selection or gain-diversity trade-off analysis.,https://doi.org/10.1002/tpg2.70118
10.1155/2019/4652769,2019,"Guarino F, Castiglione S, Improta G, Triassi M, Cicatelli A.",Ecotype-Level Genetic Biodiversity of Five Italian Traditional Crops.,,2,2,maize,SSR-based genetic biodiversity,,Characterizes ecotype diversity in Italian traditional maize; descriptive diversity survey without optimization.,https://doi.org/10.1155/2019/4652769
10.36103/ijas.v55ispecial.1908,2024,Alaa K.H. Al-Hazemawi; Dhia S. Hassawi; Abbas A. mohammed,THE GENETIC DIVERSITY OF MAIZE INBRED LINES GROWN IN IRAQ USING SIMPLE SEQUENCE RECURRENT (SSR) MARKERS,IRAQI JOURNAL OF AGRICULTURAL SCIENCES,1,2,maize,"polymorphism information content, genetic similarity",,Quantifies diversity via SSR markers; determines heterotic groups but no selection method described.,https://doi.org/10.36103/ijas.v55ispecial.1908
10.32854/agrop.v14i11.1975,2021,Gayosso Barragán Odilon; Chávez-Aguilar Griselda; Marroquín-Morales José Angel; López-Benítez Alfonso,Yield and forage quality in maize (Zea mays L.) inbred lines,Agro Productividad,1,2,maize,"genetic diversity (phenotypic PCA, unspecified molecular)",,"100 inbreds evaluated for forage traits and diversity; genetic structure described, no selection method.",https://doi.org/10.32854/agrop.v14i11.1975
10.29321/maj.10.000459,2020,; A Bharathi,Phenotypic Diversity and Molecular diversity of Finger Millet Composite Collection and Identification of Trait Specific Germplasm for Use in Crop Improvement,Madras Agricultural Journal,1,2,finger millet,"SSR markers (20), principal component analysis, clustering",core collection (622 accessions from 1000 composite); trait-specific accession identification,Composite/core collection with SSR diversity assessment; identifies trait-specific germplasm for breeding use.,https://doi.org/10.29321/maj.10.000459
10.37992/2023.1401.039,2025,K. Mukhthambica; R. Bisen; K.T. Ramya,Genetic diversity analysis in sesame (Sesamum indicum L.),Electronic Journal of Plant Breeding,1,2,sesame,"genetic distance (Ward's method, Gower's method), UPGMA clustering",selection of divergent parents from different clusters for hybridization,Genetic divergence analysis; distant clusters identified for crosses to maximize heterosis.,https://doi.org/10.37992/2023.1401.039
10.1017/s1479262124000352,2024,Kumar Ramesh; Das Abhijit Kumar; Kaur Yashmeet; Kumar Sushil; Shukla Shanu; GK Chikkappa,Strategic genetic amelioration of quality protein maize (QPM) germplasm and its utilization in hybrid breeding,Plant Genetic Resources: Characterization and Utilization,1,2,maize,"GCA, SCA",heterotic group assignment,Assigns QPM lines to heterotic groups via combining ability; supports parent selection for crosses.,https://doi.org/10.1017/s1479262124000352
10.3390/genes16101138,2025,Guo Suying; Zheng Xin; Wang Shuaiyi; Ai Yuran; Zhao Rengui; Lan Jinhao,Genetic Diversity of Fresh Maize Germplasm Revealed by Morphological Traits and SSR Markers,Genes,1,2,maize,"polymorphic alleles, PIC, SSR diversity",phenotypic and molecular clustering,Evaluates genetic divergence via SSR and phenotypic traits; classifies inbred diversity into four groups.,https://doi.org/10.3390/genes16101138
10.1007/s10722-024-02039-7,2024,Cuevas Hugo E.; Prom Louis K.,The NPGS Sudanese sorghum core collection encloses novel grain mold resistant germplasm,Genetic Resources and Crop Evolution,1,2,sorghum,,core collection subset selection,Sudan core collection assessed; phylogenetic analysis identified resistance sources; subset selection but no explicit diversity metric.,https://doi.org/10.1007/s10722-024-02039-7
10.1111/pbr.13293,2025,Lifschitz Mauro Ezequiel; Re Alejo Esteban; Tomas María Andrea,Differences Between Phenotypic Selection Methods in Two Botanical Varieties of <i><scp>Panicum coloratum</scp> L. (Kleingrass)</i> to Increase Forage Production Under Saline‐Hypoxic Conditions,Plant Breeding,1,2,forage grass,"heritability, genetic correlation",individual vs progeny-test phenotypic selection,Panicum coloratum: selection method efficiency varies by variety under stress; heritability reported.,https://doi.org/10.1111/pbr.13293
10.3390/plants14182909,2025,Gao Yan; Yan Wei; Zhang Chunying,Pilot Study of Genetic Diversity and Structure in Elite Germplasm of Hibiscus syriacus,Plants,1,2,Hibiscus syriacus,"SSR and ISSR markers, effective alleles per locus, genetic structure",marker-based population structure analysis,Genetic diversity and population structure of 46 elite cultivars; informs breeding decisions but no optimization method.,https://doi.org/10.3390/plants14182909
10.13057/biodiv/d220230,2021,Makore Fortunate; Gasura Edmore; Souta Caleb; Mazarura Upenyu; Derera John; Zikhali Meluleki,Molecular characterization of a farmer-preferred maize landrace population from a multiple-stress-prone subtropical lowland environment,Biodiversitas Journal of Biological Diversity,1,2,maize,"polymorphic information content (PIC), number of alleles, AMOVA (within/among variance)",,SNP-based diversity quantification of maize landrace and standard lines; subpopulation structure identified.,https://doi.org/10.13057/biodiv/d220230
10.1186/s12870-026-08518-6,2026,Amin Nurul; Chaudhary Raju; Wang Zhengping; Islam Anarul; Ali Julfikar; Islam Tofazzal,Unveiling genetic diversity and population structure in jackfruit (Artocarpus heterophyllus) through SNP markers for enhanced breeding and conservation,BMC Plant Biology,1,2,none,"gene diversity, allele frequency, population structure (SNP markers)",,SNP diversity characterization in jackfruit germplasm; no selection or optimization method.,https://doi.org/10.1186/s12870-026-08518-6
10.1186/s13007-021-00785-8,2021,Zhang Tifu; Jiang Lu; Ruan Long; Qian Yiliang; Liang Shuaiqiang; Lin Feng,Heterotic quantitative trait loci analysis and genomic prediction of seedling biomass-related traits in maize triple testcross populations,Plant Methods,1,2,maize,,"genomic prediction (molecular markers, heterotic QTL)",Heterotic QTL identified and used in genomic prediction; heterosis quantified but no diversity constraint.,https://doi.org/10.1186/s13007-021-00785-8
10.1002/tpg2.70148,2025,"Shrestha S, Adhikari L, Crain J, Dreisigacker S, Wu S, Singh RP, Mondal S, Juliana P, Crossa J, Lucas M, Elbasyoni I, Poland J.","Genotyping analysis of over 130,000 CIMMYT bread wheat breeding lines: A decade-long effort in optimizing wheat genotyping.",,1,2,wheat,"nucleotide diversity (π), minor allele frequency, GBS SNP",,"Genotyping 130k lines; genome-wide diversity quantified, reduced variation in pericentromeric regions.",https://doi.org/10.1002/tpg2.70148
10.1002/tpg2.70131,2025,"Ismail YMA, Mujjabi C, Olatoye MO, Gray S, Lipka AE, Bohn MO.",Mean and variance heterogeneity loci impact kernel compositional traits in maize.,,1,2,maize,"SNP allelic variation, variance partitioning from vGWAS, genomic selection prediction accuracy","Ridge-regression BLUP, genomic selection models for kernel composition","Uses genebank germplasm diversity, estimates locus-specific effects; GS achieves moderate accuracy without explicit diversity constraint.",https://doi.org/10.1002/tpg2.70131
10.1371/journal.pone.0316185,2025,"Hammami MDE, Madur D, Kthiri Z, Galaretto A, Nicolas SD, Charcosset A, Combes V, Karmous C, Revilla P.",Phylogenetic relationships and genetic diversity of Tunisian maize landraces.,,1,2,maize,"SNP clustering, phylogenetic relationships",heterotic group classification,Characterizes Tunisian landrace diversity and structure; identifies three clusters as heterotic-group basis.,https://doi.org/10.1371/journal.pone.0316185
10.1016/j.jare.2024.08.010,2025,"Huang C, Cheng Y, Hu Y, Zhang X, Chen J, Zhao T, Si Z, Cao Y, Li Y, Fang L, Guan X, Zhang T.",Impacts of parental genomic divergence in non-syntenic regions on cotton heterosis.,,1,2,cotton,"genetic divergence (non-syntenic regions, structural variants, rIBD), parental genome divergence",structural variant analysis and divergence quantification in heterotic parents,Links parental genetic divergence in non-syntenic regions to heterosis expression; quantifies divergence drivers.,https://doi.org/10.1016/j.jare.2024.08.010
10.3389/fpls.2024.1463924,2024,"Bonkoungou TO, Badu-Apraku B, Adetimirin VO, Nanema KR, Adejumobi II.",Genetic analysis of grain yield and related traits of extra-early orange maize inbred lines and their hybrids under drought and rain-fed conditions.,,1,2,maize,"general combining ability (GCA), specific combining ability (SCA)",heterotic group classification,Classifies inbreds into heterotic groups; GCA/SCA analysis for combining ability but no diversity metric or long-term selection method.,https://doi.org/10.3389/fpls.2024.1463924
10.1016/j.heliyon.2025.e42378,2025,"Gebre W, Mekbib F, Tirfessa A, Bekele A.",Phenotypic diversity of sorghum [<i>Sorghum bicolor</i> (L.) Moench] genotypes based on qualitative and quantitative traits.,,1,2,sorghum,Shannon-Weaver diversity index (H'),,Phenotypic diversity quantified across 225 genotypes; effective traits identified for distinguishing genotypes but no selection optimization shown.,https://doi.org/10.1016/j.heliyon.2025.e42378
10.1038/s41598-021-91568-7,2021,"Patil KS, Mungra KD, Danam S, Vemula AK, Das RR, Rathore A, Gupta SK.",Heterotic pools in African and Asian origin populations of pearl millet [Pennisetum glaucum (L.) R. Br.].,,1,2,pearl millet,SSR-based genetic distance (heterotic loci-weighted),heterotic group assignment; diallel crosses,Heterotic pool definition via marker clustering; hybrid performance and heterosis quantified but diversity metrics not primary.,https://doi.org/10.1038/s41598-021-91568-7
10.3389/fpls.2025.1645319,2025,"Liu Y, Zhang P, Wang Z, Fu J, Han J, Gao Y, Feng Z.",Genetic analysis of wild walnuts in Xinjiang based on whole-genome resequencing.,,1,2,walnut (forest tree),"nucleotide diversity, allele frequency, population differentiation, ancestry","evolutionary clade assignment, ancestry inference",Characterizes 200 wild and cultivated walnuts; reveals four ancestral populations and conservation-relevant substructure.,https://doi.org/10.3389/fpls.2025.1645319
10.3389/fpls.2026.1744272,2026,"Agre PA, Uwimana B, Nkouaya Mbanjo EG, Ferguson M, Bhattacharjee R, Nyine M, Banda V, Peteti P, Mouritala S, Ismail KS, Amah D, Kolombia Y, Batte M, Tripathi JN, Nakato V, Shah T, Swennen R, Asfaw A, ","Advances and prospects of genomic-assisted breeding in roots, tubers, and banana crops.",,1,2,multi-crop,,"marker-assisted selection, genomic selection, pan-genomics",RTB breeding review: genomic tools and selection methods; diversity studies mentioned but not detailed quantification.,https://doi.org/10.3389/fpls.2026.1744272
10.1038/s41598-025-34232-8,2026,"Barajehfard M, Fazli M, Fooladvand M, Salami M, Stevanato P, Heidari B.",Selection for high-yielding sugarcane ideotypes and multi-trait selection via MGIDI across different harvesting periods improves sugar quality and yield.,,1,2,sugarcane,heritability; genetic advance; factor analysis,MGIDI (Multi-Trait Genotype-Ideotype Distance Index); Pesek–Baker Index,Multi-trait selection for yield and quality; ideotype-based GS; no explicit diversity quantification.,https://doi.org/10.1038/s41598-025-34232-8
10.1002/tpg2.70222,2026,"LaPorte MF, Hu H, Solomon W, Oard JH, Knapp SJ, Runcie DE, Edwards JD, McClung A, Diepenbrock CH.",Multi-environment evaluation and genomic prediction of agronomic traits in the southern US rice genepool.,,1,2,rice,"principal component analysis (PCA), clustering","genomic prediction (GBLUP), multi-environment evaluation",Southern US rice genepool characterized by PCA and clustering; genomic prediction predicts genetic values but no diversity constraint model.,https://doi.org/10.1002/tpg2.70222
10.3390/ijms26115312,2025,"Wang W, Pang H, Hu N, Hu H, Hu T, Yan Y, Wang J, Ai J, Bao C, Wei Q.",Construction of SNP Fingerprinting and Genetic Diversity Analysis of Eggplant Based on KASP Technology.,,1,2,eggplant,"SNP fingerprinting, genetic diversity by KASP markers",,Germplasm diversity and fingerprinting; no selection/optimization method.,https://doi.org/10.3390/ijms26115312
10.1186/s13104-025-07336-7,2025,"Camacho-Villalobos A, Mestanza O, Cabrera-Pintado RM, Sanchez Sunción G, Bendezu J.","SNP profiling of Elaeis oleifera (H.B.K) Cortes germplasm in Ucayali, Peru using Genotyping-by-Sequencing (GBS).",,1,2,American oil palm,"observed/expected heterozygosity, Fst, allele frequencies",population structure clustering,Heterozygosity and genetic differentiation quantify diversity; population structure supports gene pool characterization.,https://doi.org/10.1186/s13104-025-07336-7
10.3390/biology13121018,2024,"QuZhen N, Namgyal L, Dondrup D, Wang Y, Wang Z, Cai XX, Lu BR, Qiong.",Abundant Genetic Diversity Harbored by Traditional Naked Barley Varieties on Tibetan Plateau: Implications in Their Effective Conservation and Utilization.,,1,2,barley,"SSR fingerprints, private alleles, principal coordinates, STRUCTURE analysis",,Characterizes diversity within/among traditional and modern pools; genetic narrowing identified.,https://doi.org/10.3390/biology13121018
10.3390/life16010143,2026,"Kou S, Ci Z, Liu W, Wu Z, Peng H, Yuan P, Jiang C, Li H, Mansour E, Huang P.","Conservation and Sustainable Development of Rice Landraces for Enhancing Resilience to Climate Change, with a Case Study of 'Pantiange Heigu' in China.",,1,2,rice,genetic diversity of landraces,,Emphasizes landrace genetic resources for climate adaptation; no optimization or selection method.,https://doi.org/10.3390/life16010143
10.1038/s41598-024-83087-y,2024,"Diallo S, Badiane FA, Kabkia BA, Diédhiou I, Diouf M, Diouf D.",Genetic diversity and population structure of cowpea mutant collection using SSR and ISSR molecular markers.,,1,2,cowpea,"SSR and ISSR markers, allele number, genetic distance, Shannon index, AMOVA",,Comprehensive diversity assessment of mutant collection; partitions variation but no selection method.,https://doi.org/10.1038/s41598-024-83087-y
10.1002/cbdv.202201033,2023,"Mohamed A, García-Martínez S, Carbonell P, José Ruiz J, Loumerem M.",Genetic Diversity Assessment of Spanish and Some Endangered Tunisian Pea (Pisum sativum L.) Accessions Based on Microsatellite Markers (SSRs).,,1,2,pea,"allelic richness, Shannon information index, polymorphic information content",,Diversity indices quantify germplasm variation; addresses conservation and breeding management.,https://doi.org/10.1002/cbdv.202201033
10.1002/advs.202507157,2026,"Hu L, Wang X, Zhang Y, Garg V, Yuan X, Xue R, Zhou H, Chen Y, Hu W, Barmukh R, Cao R, Chen T, Song Q, Gao D, Luo G, Zhu X, Jing X, Wang S, Li C, Wei Y, Ge W, Chen X, Wang L, K Varshney R, Jiao C, Chen",High-Resolution Genomic Resources for Trait Mapping and Precision Breeding for Adzuki Bean (Vigna angularis).,,1,2,adzuki bean,"population structure, genetic variation map",,Diversity panel reveals population structure and trait loci; enables efficient utilization of genetic diversity.,https://doi.org/10.1002/advs.202507157
10.1186/s12870-025-07596-2,2025,"Salardi-Jost M, Mager S, Dini G, Macharia MW, Rovira M, Cristofori V, Pé ME, Cavallero A, Todeschini C, Genova G, Dell'Acqua M.",Genomic characterization of a global Corylus avellana L. collection: insights into hazelnut ancestry and genetic determinants of production traits.,,1,2,hazelnut,"SNPs, genetic clusters, ancestral populations, loci under selection",,"Genetic diversity, ancestry structure, and loci under selection; guides breeding of understudied crop.",https://doi.org/10.1186/s12870-025-07596-2
10.1002/tpg2.70151,2025,"Aro T, Tan B, Chen ZQ, Hallingbäck H, Suontama M, Westin J, Wu H, Hurry V.",Multivariate models improve accuracy of genomic prediction for spring frost tolerance in Norway spruce.,,1,2,forest tree (Norway spruce),"genetic parameters, heritability, genetic correlation",multivariate genomic selection (GS),Multivariate genomic selection integrating frost tolerance and phenology; improves prediction; forest breeding context.,https://doi.org/10.1002/tpg2.70151
10.1186/s12711-024-00932-4,2024,"Sharif-Islam M, van der Werf JHJ, Henryon M, Chu TT, Wood BJ, Hermesch S.",Genotyping both live and dead animals to improve post-weaning survival of pigs in breeding programs.,,1,2,none,,genomic selection simulation,Pig breeding simulation comparing genotyping strategies; examines inbreeding vs. gain trade-off.,https://doi.org/10.1186/s12711-024-00932-4
10.1038/s41467-025-66716-6,2025,"Gali KK, Koh KC, Satyavathi TC, Nanaiah GK, Palanna KB, Kirzinger MW, Nanjundappa S, Perumal S, Bomireddy D, Mahesh HB, Patil HE, Chaudhary R, Dhillon LK, Bandi V, Reddy Lachagari VB, Veeramachaneni S",Little millet genome reveals evolutionary insights into tetraploid structure and genetic basis of micronutrient density.,,1,2,little millet,"SNP and structural variant diversity across 300 accessions, allelic richness","GWAS, marker-assisted selection",Germplasm diversity quantified; GWAS loci for traits identified; breeding resources provided.,https://doi.org/10.1038/s41467-025-66716-6
10.1038/s41598-025-88609-w,2025,"Swanckaert J, Dos Santos IG, Chaves SFS, Ssali R, Mwanga ROM, Azevedo CF, Mendes TO, De Boeck B, Eyzaguirre R, Kitavi M, Gemenet DC, Andrade M, Grüneberg WJ, Lindqvist-Kreuze H, Yencho GC, Campos H, d",Tester selection for combining ability estimation of storage root yield and sweetpotato virus disease in sweetpotato breeding.,,1,2,sweetpotato,"general combining ability (GCA), specific combining ability (SCA)",tester selection via partial diallel; reciprocal recurrent selection,Identifies testers for efficient parental selection and combining ability assessment.,https://doi.org/10.1038/s41598-025-88609-w
10.1016/j.heliyon.2024.e29521,2024,"Malik G, Jabeen A, Mir JI, Shah RA, Shah MA, Dinkar V, Sheikh MA, Kumar R, Sharma OC, Verma MK.","Genetic diversity, population structure and marker-trait associations in Indian kale (<i>Brassica oleracea</i> L. gp. acephala) using cross-species microsatellite markers.",,1,2,kale,"allele count, PIC, within/among population variance (AMOVA), population structure",germplasm characterization and marker-trait association,Partitions diversity within/between subpopulations; supports conservation and breeding decisions.,https://doi.org/10.1016/j.heliyon.2024.e29521
10.3390/ijms26167688,2025,"Hassanine NNAM, Saleh AA, Essa MOA, Adam SY, Mohai Ud Din R, Rehman SU, Ali R, Husien HM, Wang M.","Candidate Genes, Markers, Signatures of Selection, and Quantitative Trait Loci (QTLs) and Their Association with Economic Traits in Livestock: Genomic Insights and Selection.",,1,2,none,"QTL regions, SNPs, signatures of selection (SSs), haplotype-based analyses","marker-assisted selection, genomic selection for economic traits",Livestock genomics review; selection signatures and QTLs for breeding; context on diversity loss via domestication but not explicit constraints.,https://doi.org/10.3390/ijms26167688
10.3390/plants14182906,2025,"Cao Z, Li J, Lei H, Yan M, Wang Q, Ji R, Zhang S, Min X, Sun Z, Wei Z.",PCA-Driven Multivariate Trait Integration in Alfalfa Breeding: A Selection Model for High-Yield and Stable Progenies.,,1,2,alfalfa,PCA of six yield-related traits,PCA-based multivariate selection framework for F1/F2 generations,Multivariate selection model captures trait interactions; diversity implicit in parental choice.,https://doi.org/10.3390/plants14182906
10.1038/s41598-025-07165-5,2025,"Strillacci MG, Bernini F, Vevey M, Blanchet V, Bagnato A.",The genomic comparison between autochthonous and cosmopolitan cows reveals structural variants involved in environmental adaptation.,,1,2,none,"Copy Number Variants (CNVs), PCA; genetic diversity and structural variation",genomic comparison of autochthonous vs. cosmopolitan breeds,"Diversity and adaptation to farming systems characterized; livestock, not plant.",https://doi.org/10.1038/s41598-025-07165-5
10.1186/s12870-025-07998-2,2025,"Wang H, Li J, He M, Zhang R, Wu Y, Zhao J, Zhang Y, Liu Q.",Genetic diversity analysis of sorghum grain traits and development of KASP markers for grain width genes SbTGW3 and SbGS5.,,1,2,sorghum,"allelic richness, genetic parameters","KASP markers, haplotype association","Diversity and yield-trait correlations; KASP markers developed but selection focus on single trait, not diversity constraint.",https://doi.org/10.1186/s12870-025-07998-2
