doi,year,authors,title,journal,citations,relevance,metric_advocated,theme,relevance_note,url
10.1111/eva.13629,2024,"Taylor HR, Costanzi JM, Dicks KL, Senn HV, Robinson S, Dowse G, Ball AD.",The genetic legacy of the first successful reintroduction of a mammal to Britain: Founder events and attempted genetic rescue in Scotland's beaver population.,,3,2,"observed heterozygosity (Ho), mean kinship (KING-robust), coancestry",Coancestry / relationship matrix choice; Allelic richness / rare alleles; Heterozygosity / gene diversity,Translocation and genetic rescue with kinship-based monitoring; metrics and principle relevant but not embedded in real-time combinatorial optimisation loop.,https://doi.org/10.1111/eva.13629
10.3390/d17070437,2025,Ibrahim S; Ruhul A; Li J; Yang G; Yi S; Xia Z,Genetic Diversity of Selective Breeding Populations of Giant Freshwater Prawn (Macrobrachium rosenbergii) Based on SSR and Mitochondrial D-Loop Gene,Diversity,2,2,"Expected heterozygosity (He), number of alleles (Na), polymorphic information content (PIC), haplotype diversity (Hd)",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,Evaluates diversity metrics in selective breeding populations; useful baseline on He and Na but no optimisation or cost analysis.,https://doi.org/10.3390/d17070437
10.1038/s41437-024-00723-z,2024,"Moreno E, Cervantes I, Gutiérrez JP, Fernández I, Goyache F.",Analysing the pedigree to identify undesirable losses of genetic diversity and to prioritize management decisions in captive breeding: a case study.,,2,2,inbreeding coefficient; mean relatedness; pedigree-based diversity,OCS / contribution optimisation; Coancestry / relationship matrix choice,Pedigree analysis for studbook management and mating decisions to preserve founder diversity; relevant to diversity assessment but not genomic metrics.,https://doi.org/10.1038/s41437-024-00723-z
10.3389/fgene.2025.1588986,2025,"Manunza A, Cozzi P, Boettcher P, Curik I, Looft C, Colli L, Sölkner J, Mészáros G, Stella A.",Estimating the optimal number of samples to determine the effective population size in livestock.,,2,2,"effective population size, linkage disequilibrium",OCS / contribution optimisation; Coancestry / relationship matrix choice; Effective size,Sample size for Ne estimation in livestock; practical guidance on LD-based Ne but not selection-loop computational cost.,https://doi.org/10.3389/fgene.2025.1588986
10.3390/plants12051141,2023,"Castro-Urrea FA, Urricariet MP, Stefanova KT, Li L, Moss WM, Guzzomi AL, Sass O, Siddique KHM, Cowling WA.",Accuracy of Selection in Early Generations of Field Pea Breeding Increases by Exploiting the Information Contained in Correlated Traits.,,2,2,"optimal contribution selection, coancestry",OCS / contribution optimisation; Coancestry / relationship matrix choice; Optimisation algorithms / cost,Applies OCS with pedigree to balance genetic gain and diversity; field crop breeding but does not address genomic metrics or computational cost in inner loops.,https://doi.org/10.3390/plants12051141
10.3390/biology14070845,2025,"Michailidou S, Kyritsi M, Pavlou E, Tsoureki A, Argiriou A.","Genetic Diversity, Population Structure, and Historical Gene Flow Patterns of Nine Indigenous Greek Sheep Breeds.",,2,2,"expected heterozygosity, FIS, runs of homozygosity, FST, linkage disequilibrium, effective population size",OCS / contribution optimisation; Coancestry / relationship matrix choice; Heterozygosity / gene diversity,Evaluates diversity and demographic history in Greek sheep breeds using SNP data; characterises genetic resources but no active selection algorithm or optimisation framework.,https://doi.org/10.3390/biology14070845
10.1111/mec.70005,2025,"Pavlova A, Tonkin Z, Pearce L, Robledo-Ruiz DA, Lintermans M, Ingram BA, Lyon J, Beitzel M, Broadhurst B, Rourke ML, Sturgiss F, Lake E, Castrejón-Figueroa J, Stocks JR, Sunnucks P.",A Shift to Metapopulation Genetic Management for Persistence of a Species Threatened by Fragmentation: The Case of an Endangered Australian Freshwater Fish.,,2,2,"heterozygosity, nucleotide diversity, pairwise divergence",OCS / contribution optimisation; Coancestry / relationship matrix choice; Allelic richness / rare alleles,Metapopulation genetic management and monitoring; heterozygosity quantified but no optimisation algorithm or computational efficiency discussed.,https://doi.org/10.1111/mec.70005
10.1371/journal.pone.0324988,2025,"Vi T, Le TN, Cubry P, Phan VH, Dinh TTO, Tran TBN, Nguyen VT, Millet CP, Kambale JL, Karine GKM, Musoli P, Sumirat U, Mahinga JC, Stoffelen P, Zhang D, Marraccini P, Vigouroux Y, Khong NG, Poncet V.",Out of Africa: The genomic footprints of Vietnamese Robusta coffee.,,2,2,"genetic distance, allelic richness",OCS / contribution optimisation; Allelic richness / rare alleles; Optimisation algorithms / cost,Core set identified maximising genetic distance and allelic richness in coffee; core-collection algorithm but no optimisation loop cost discussion.,https://doi.org/10.1371/journal.pone.0324988
10.1186/s12864-025-11563-4,2025,"Kong Y, Wen Z, Cai X, Tan L, Liu Z, Wang Q, Li Q, Yang N, Wang Y, Zhao Y.","Genetic traceability, conservation effectiveness, and selection signatures analysis based on ancestral information: a case study of Beijing-You chicken.",,2,2,"local ancestry, genomic structure, selection signatures",OCS / contribution optimisation; Allelic richness / rare alleles; Optimisation algorithms / cost,Beijing-You chicken conservation and ancestry traceability; evaluates selection effectiveness and genetic drift but no combinatorial optimisation method.,https://doi.org/10.1186/s12864-025-11563-4
10.3389/fgene.2025.1621960,2025,"Muthusamy M, Akinsola OM, Pal P, Ramasamy C, Ramasamy S, Musa AA, Thiruvenkadan AK.","Comparative genomic insights into adaptation, selection signatures, and population dynamics in indigenous Indian sheep and foreign breeds.",,2,2,"FROH, Ho, ROH, FST, Ne",Coancestry / relationship matrix choice; Effective size; Optimisation algorithms / cost,"Inbreeding, diversity, and adaptation across breeds; relevant metrics and comparative Ne but no optimisation algorithm or computational cost analysis.",https://doi.org/10.3389/fgene.2025.1621960
10.1038/s41437-024-00731-z,2025,"Graffelman J, Weir BS, Goudet J.",Estimation of Jacquard's genetic identity coefficients with bi-allelic variants by constrained least-squares.,,2,2,"Jacquard identity coefficients, kinship, inbreeding",Coancestry / relationship matrix choice; Allelic richness / rare alleles; Optimisation algorithms / cost,Fast constrained least-squares estimation of relatedness coefficients; computationally efficient for large polymorphism sets.,https://doi.org/10.1038/s41437-024-00731-z
10.1093/jhered/esad062,2024,"vonHoldt BM, DeCandia AL, Cassidy KA, Stahler EE, Sinsheimer JS, Smith DW, Stahler DR.",Patterns of reproduction and autozygosity distinguish the breeding from nonbreeding gray wolves of Yellowstone National Park.,,2,2,"Heterozygosity, autozygosity, kinship, allelic diversity",Coancestry / relationship matrix choice; Allelic richness / rare alleles; Heterozygosity / gene diversity,"Evaluates inbreeding, kinship, and diversity retention in managed population; lacks selection-optimization or cost analysis.",https://doi.org/10.1093/jhered/esad062
10.1002/zoo.21859,2024,"Martin EJ, Speak SA, Urban L, Morales HE, van Oosterhout C.",Sonification of Genomic Data to Represent Genetic Load in Zoo Populations.,,2,2,"genetic load, inbreeding depression, harmful variants",OCS / contribution optimisation; Optimisation algorithms / cost,Captive breeding diversity management via genomics; addresses genetic load reduction but not computational optimisation in selection loops.,https://doi.org/10.1002/zoo.21859
10.1111/eva.70198,2026,"Fifer JE, Speare KE, Leinbach SE, Hendricks SF, Davies SW, Rose NH, Burkepile DE, Adam TC, Hofmann GE, Strader ME.",Rapid Evolution in a Coral Population Following a Mass Mortality Event.,,2,2,"allele frequency shifts, polygenic selection, genomic diversity distribution, bleaching-resistance loci",Allelic richness / rare alleles,"Rapid allele-frequency evolution and spatial genomic diversity change post-selection pressure; directly relevant but in wild coral, not managed breeding.",https://doi.org/10.1111/eva.70198
10.1126/sciadv.adw3797,2025,"Chen Y, Zhang S, Zang W, Ericson PGP, Claramunt S, Joseph L, Christidis L, Zhai W, Lei F, Qu Y.",Balancing selection of climate adaptive loci underlies the success of introduction of Eurasian Tree Sparrows.,,2,2,"allelic diversity, heterozygosity, inbreeding",Allelic richness / rare alleles; Heterozygosity / gene diversity; Optimisation algorithms / cost,Founder effects and diversity loss under introduction; balancing selection retention relevant but no optimisation framework.,https://doi.org/10.1126/sciadv.adw3797
10.1111/tpj.70618,2025,"Lamon S, Abernathy BL, Leal-Bertioli SCM, Bertioli DJ, Bertioli DJ.","From bottleneck to boom: Polyploidy, genetic instability and response to artificial selection resolve the peanut paradox.",,2,2,"allelic richness, phenotypic diversity under selection",Allelic richness / rare alleles,Polyploidy enabling response to selection and diversity despite bottleneck; relevant to domestication trade-offs but not diversity metrics themselves.,https://doi.org/10.1111/tpj.70618
10.1038/s41467-025-61529-z,2025,"Salson M, Duranton M, Huynh S, Mariac C, Tranchant-Dubreuil C, Orjuela J, Cubry P, Thuillet AC, Burgarella C, de Navascués M, Zekraouï L, Couderc M, Arribat S, Rodde N, Barnaud A, Faye A, Kane N, Vigo",Interplay between large low-recombining regions and pseudo-overdominance in a plant genome.,,2,2,"expected heterozygosity, nucleotide diversity, non-synonymous variant frequency, haplotype divergence, FST-like structure",Heterozygosity / gene diversity; Optimisation algorithms / cost,Low-recombining regions and pseudo-overdominance; characterizes diversity architecture but not selection optimization or real-time evaluable metrics.,https://doi.org/10.1038/s41467-025-61529-z
10.1002/tpg2.70030,2025,"Bernardeli A, Guilhen JHS, Oliveira ICM, Guimarães LJM, Borém A, Jarquin D, Pastina MM.",Genomic selection of maize test-cross hybrids leveraged by marker sampling.,,2,2,"GCA, SCA, genomic selection",Optimisation algorithms / cost,Hybrid selection with combining abilities and multi-environment testing; addresses marker efficiency and hybrid optimisation under constraints.,https://doi.org/10.1002/tpg2.70030
10.1038/s41437-023-00653-2,2023,"Rick K, Byrne M, Cameron S, Cooper SJB, Dunlop J, Hill B, Lohr C, Mitchell NJ, Moritz C, Travouillon KJ, von Takach B, Ottewell K.","Population genomic diversity and structure in the golden bandicoot: a history of isolation, extirpation, and conservation.",,2,2,"FST, DXY, allelic diversity, gene diversity",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,Threatened marsupial with multiple populations and translocations; diversity within/among populations assessed; management application.,https://doi.org/10.1038/s41437-023-00653-2
10.1186/s12711-026-01038-9,2026,Meuwisen T; Yu X; Berg P,Genomic estimates of Identity-By-Descent relationships in large scale data sets,Genetics Selection Evolution,1,2,"IBD, GRM, ROH",OCS / contribution optimisation; Coancestry / relationship matrix choice; Optimisation algorithms / cost,Fast IBD-based relationship matrix for large pedigrees; directly addresses computationally efficient genomic relationships but not diversity-loss metrics or optimisation.,https://doi.org/10.1186/s12711-026-01038-9
10.3390/plants15030357,2026,Zanotto S; Nazzicari N; Schmidt G; Böcker U; Vurro F; Pasqualone A,Characterization of Genetic Diversity and Genomic Prediction of Secondary Metabolites in Pea Genetic Resources,Plants,1,2,"Genetic diversity analysis, genomic prediction accuracy, population structure (geographic clustering)",Other,Diversity characterization and prediction in genebank; geographic/metabolic clustering noted but diversity metrics not linked to selection constraints.,https://doi.org/10.3390/plants15030357
10.1016/j.psj.2024.104071,2024,"Haque MA, Jung JH, Choo HJ, Afrin S, Lee YM, Kim JJ.",Pedigree analysis of Korean native chickens: unraveling inbreeding and genetic diversity.,,1,2,"inbreeding coefficient, effective population size, coancestry, pedigree completeness",OCS / contribution optimisation; Coancestry / relationship matrix choice; Effective size,Pedigree-based diversity assessment; useful reference for Ne and inbreeding metrics but no selection optimisation.,https://doi.org/10.1016/j.psj.2024.104071
10.3390/ani15091193,2025,"Ćosić I, Stojiljković KZ, Pihler I, Cekić B, Ružić-Muslić D, Delić N, Aleksić JM.",Towards Genetically Informed Conservation of the Bardoka and Karakachan Sheep Breeds Autochthonous to Serbia.,,1,2,"inbreeding coefficient, pairwise relatedness, expected heterozygosity, FST",OCS / contribution optimisation; Coancestry / relationship matrix choice; Allelic richness / rare alleles,Applies microsatellite data for conservation planning of autochthonous sheep; diversity assessment and inbreeding inference but no selection optimisation or computational cost analysis.,https://doi.org/10.3390/ani15091193
10.1007/s00122-024-04568-2,2024,"Bilton TP, Sharma SK, Schofield MR, Black MA, Jacobs JME, Bryan GJ, Dodds KG.",Construction of relatedness matrices in autopolyploid populations using low-depth high-throughput sequencing data.,,1,2,"genomic relationship matrix (GRM), kinship",OCS / contribution optimisation; Coancestry / relationship matrix choice; Optimisation algorithms / cost,"Constructs relatedness matrices from low-depth sequencing; enables coancestry-based metrics but computationally oriented, not breeding selection.",https://doi.org/10.1007/s00122-024-04568-2
10.3390/ani13050913,2023,"Martinez V, Galarce N, Setiawan A.",Developing Methods for Maintaining Genetic Diversity in Novel Aquaculture Species: The Case of <i>Seriola lalandi</i>.,,1,2,parentage-based inbreeding,OCS / contribution optimisation; Coancestry / relationship matrix choice; Optimisation algorithms / cost,Parentage panel for communal spawning; documents skewed genetic contributions but no optimization algorithm or diversity metric evaluation.,https://doi.org/10.3390/ani13050913
10.1111/1755-0998.70094,2026,"Gronefeld SC, López H, Schmidt R, Hochkirch A.",Identifying Key Biodiversity Areas Based on Distinct Genetic Diversity.,,1,2,"allelic overlap, AMOVA, Ne, Dest, Simpson's λ, AvTD",OCS / contribution optimisation; Allelic richness / rare alleles; Optimisation algorithms / cost,Evaluates six diversity metrics for prioritising conservation areas. Relevant framework but not breeding selection or optimisation context.,https://doi.org/10.1111/1755-0998.70094
10.1002/eap.70226,2026,"Kan-Lingwood NY, Sagi L, Templeton AR, Shahar N, Altman A, Gordon N, Rubenstein DI, Bouskila A, Bar-David S.",Resource management as a conservation tool to impact genetic diversity through mating patterns in wild populations.,,1,2,variance effective population size (Nev); allele frequency distribution via parentage,OCS / contribution optimisation; Allelic richness / rare alleles; Effective size,Resource management affecting mating patterns and Nev in conservation context; shows diversity loss mechanism but not algorithmic optimization.,https://doi.org/10.1002/eap.70226
10.1111/jbg.70000,2026,"Jacques A, Tixier-Boichard M, Restoux G.",Optimising the Use of Cryopreserved Genetic Resources for the Selection and Conservation of Animal Populations.,,1,2,expected heterozygosity; additive genetic variance; allele frequency change,OCS / contribution optimisation; Allelic richness / rare alleles; Heterozygosity / gene diversity,Simulations of cryopreserved resource use in selection and conservation; directly addresses diversity loss trade-offs but not computational cost.,https://doi.org/10.1111/jbg.70000
10.1111/cobi.70125,2026,"Fan PZ, Zhu GF, Wambulwa MC, Milne RI, Wu ZY, Luo YH, Shahi Shavvon R, Jump AS, Maity D, Gao LM, Qi HL, Wu HY, Kong X, Khan R, Yan LJ, Turuspekov Y, Li DZ, Liu J.",Genetic origins and climate-induced erosion in economically important Asian walnuts.,,1,2,"microsatellite diversity, climate-induced range loss",OCS / contribution optimisation; Allelic richness / rare alleles; Heterozygosity / gene diversity,"Walnut genetic diversity, refugia, future erosion under climate; diversity quantification but no selection algorithm or breeding optimisation framework.",https://doi.org/10.1111/cobi.70125
10.3389/fpls.2025.1634672,2025,"Tchokponhoué DA, N'Danikou S, Omondi E, Coffi S, Sossou BE, Houdegbe AC, Adje CAO, Fassinou Hotegni NV, Schranz ME, van Zonneveld M, Achigan-Dako EG.",Countrywide &lt;i&gt;Corchorus olitorius&lt;/i&gt; L. core collection shows an adaptive potential for future climate in Benin.,,1,2,"gene diversity, expected heterozygosity, allelic retention",OCS / contribution optimisation; Allelic richness / rare alleles; Heterozygosity / gene diversity,"Core-collection construction via ShinyCore algorithm; directly evaluates diversity metrics but descriptive, no selection optimisation.",https://doi.org/10.3389/fpls.2025.1634672
10.1371/journal.pone.0325548,2025,"Gillman L, Condón F, Petroli C, Rivas M.",Optimizing genomic diversity assessments for conservation of Bromus auleticus (Trinius ex Nees) using individual and pooled sequencing.,,1,2,"allele frequency concordance, genetic diversity, population structure",OCS / contribution optimisation; Allelic richness / rare alleles; Heterozygosity / gene diversity,Forage grass conservation; evaluates genotyping methodology and diversity assessment but no selection optimisation or computational cost for breeding.,https://doi.org/10.1371/journal.pone.0325548
10.7717/peerj.20726,2026,"Caeiro-Dias G, Osborne MJ, Turner TF.",Time is of the essence: using archived samples in the development of a GT-seq panel to preserve continuity of ongoing genetic monitoring.,,1,2,"genetic diversity estimates, temporal structure, F_ST loci selection",OCS / contribution optimisation; Allelic richness / rare alleles; Optimisation algorithms / cost,GT-seq panel development for genetic monitoring; cost-effective genotyping and diversity tracking but no active selection optimisation problem.,https://doi.org/10.7717/peerj.20726
10.1111/jbg.70034,2026,"Mejuto-Vázquez N, Hervás-Rivero C, Rodríguez-Bermúdez R, López-Carbonell D, Hermida M, Martínez P, Varona L.",Genomic Analysis of Inbreeding Depression on Productive Traits in Rubia Galega Beef Cattle Breed.,,1,2,"F_ROH (by segment length), ROH-based inbreeding coefficients",Coancestry / relationship matrix choice; Optimisation algorithms / cost,Evaluates ROH-based inbreeding metrics for depression prediction; genomic BLUP but no combinatorial optimisation context.,https://doi.org/10.1111/jbg.70034
10.1186/s12711-025-01027-4,2026,"Wilson CS, Murdoch BM, Brito LF, Taylor JB, Rocha AO, Freking BA, Murphy TW, Lewis RM.",Genetic diversity and population structure of U.S. Suffolk sheep participating in the national sheep improvement program.,,1,2,"effective population size (N_e), effective founders/ancestors, F_PED, heterozygosity, F_ROH, F_GRM diagonal",Coancestry / relationship matrix choice; Heterozygosity / gene diversity; Effective size,Pedigree and genomic diversity metrics for breed; genomic selection implementation noted but no optimisation algorithm.,https://doi.org/10.1186/s12711-025-01027-4
10.1038/s41598-025-14744-z,2025,"Mavunga TK, Sölkner J, Mészáros G, Pichler R, Ramasamy S, Manomohan V, Kumar SR, Abbas K, Hussain T, Babar ME, Lokugalappatti LGS, Thandar E, Phem M, Tum S, Bhuiyan MMU, Purevdorj M, Barbato M, Perias",Genomic diversity and selection signatures in Asian Zebu Cattle: insights into adaptation and genetic erosion.,,1,2,"heterozygosity, FROH, FST, EHH",Coancestry / relationship matrix choice; Heterozygosity / gene diversity; Optimisation algorithms / cost,"Multi-population inbreeding and diversity assessment; addresses genetic erosion concern but survey-level, not algorithmic optimization.",https://doi.org/10.1038/s41598-025-14744-z
10.1111/asj.70138,2025,"Nagai R, Kinukawa M, Watanabe T, Ogino A, Kurogi K, Adachi K, Uemoto Y.",Impact of Genome-Wide and Regional Inbreeding on Semen Production Traits in Beef and Dairy Bulls.,,1,2,"FROH, pedigree inbreeding, ROH regions",Coancestry / relationship matrix choice; Optimisation algorithms / cost,"Genome-wide vs regional inbreeding depression in production traits; evaluates metric choice but for phenotypic consequences, not diversity optimization.",https://doi.org/10.1111/asj.70138
10.1038/s41598-025-06152-0,2025,"Talebi R, Mardi M, Zeinalabedini M, Szmatoła T, Alamouti MK, Javadi Taklimi SA, Ghaffari MR.",Genomic architecture of purebred and crossbred Moghani lambs with Texel and Booroola sheep.,,1,2,"heterozygosity (H_O), inbreeding (F_IS, F_ROH), ROH islands, admixture",Coancestry / relationship matrix choice; Heterozygosity / gene diversity; Optimisation algorithms / cost,Crossbreeding architecture and diversity trade-offs; productivity vs adaptability tension noted but not formalised into optimisation objective.,https://doi.org/10.1038/s41598-025-06152-0
10.1186/s12864-025-12398-9,2026,"Xie XF, Fan JW, Wang ZY, Zhong ZQ, Pan DY, Shi LG, Xiao Q, Hou GY.",Genomic signatures of environmental adaptation in Danzhou chickens.,,1,2,"runs of homozygosity (ROH), inbreeding coefficient (FROH)",Coancestry / relationship matrix choice; Effective size; Optimisation algorithms / cost,"ROH-based inbreeding and population selection scan; relevant genomic diversity metrics but descriptive conservation study, not optimisation-driven.",https://doi.org/10.1186/s12864-025-12398-9
10.1093/gbe/evag097,2026,"Generalovic TN, Generalovic TN, Sandrock C, Roberts BJ, Meier JI, Hauser M, Warren IA, Pipan M, Durbin R, Jiggins CD.",Cryptic Diversity and Impacts of Domestication in the Black Soldier Fly (Hermetia illucens) Genome.,,1,2,"genetic diversity (nucleotide/haplotype), inbreeding, allele frequency",OCS / contribution optimisation; Heterozygosity / gene diversity; Effective size,Domestication bottleneck in black soldier fly; documents diversity loss through captive breeding but no selection algorithm or metric evaluation.,https://doi.org/10.1093/gbe/evag097
10.1007/s00122-025-05043-2,2025,"Sharma A, Xu M, Vitrakoti D, Patel JD, Chee PW, Paterson AH.",Genetic basis and role of exotic accessions in cultivated cotton fiber quality improvement.,,1,2,"QTL, GWAS, allele frequency, favorable allele status",OCS / contribution optimisation; Coancestry / relationship matrix choice; Allelic richness / rare alleles,Genetic basis of cotton fiber traits and exotic germplasm; addresses allelic diversity and selection but not optimization algorithms or coancestry metrics.,https://doi.org/10.1007/s00122-025-05043-2
10.1016/j.isci.2025.114497,2026,"Yadró Garcia CA, Henriques D, Cilia G, Rufino J, Vella C, Aglagane A, Sagastume S, Zammit-Mangion M, Martín-Hernández R, Nanetti A, Pinto MA.",Contrasting whole-genome diversity patterns and adaptation in honeybees from two southern European glacial refugia.,,1,2,"nucleotide diversity, kinship, effective population size, mitonuclear variation",OCS / contribution optimisation; Coancestry / relationship matrix choice; Effective size,Honeybee diversity and adaptation in glacial refugia; diversity metrics and bottleneck effects but not breeding program optimization or constraint framework.,https://doi.org/10.1016/j.isci.2025.114497
10.1111/jbg.12913,2025,"Niehoff TAM, Ten Napel J, Calus MPL.",Practical Considerations When Using Mendelian Sampling Variances for Selection Decisions in Genomic Selection Programs.,,1,2,"Mendelian sampling variance, genomic estimated breeding values (GEBV), genetic variance retention",OCS / contribution optimisation; Effective size,Selection criteria accounting for future genetic variance in livestock; tests variance-retention strategies vs GEBV alone across accuracy and planning horizon.,https://doi.org/10.1111/jbg.12913
10.1186/s12864-026-12732-9,2026,"Bertram H, Jawad M, Michanski S, Tiemann I, Schmitt AO, Gültas M.",Genomic analysis of the Ixworth chicken: insights into a local dual-purpose breed.,,1,2,"nucleotide diversity, inbreeding coefficient, linkage disequilibrium",Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Documents genetic erosion from selection; relevant context on diversity loss but not selection algorithm or cheap metrics.,https://doi.org/10.1186/s12864-026-12732-9
10.1093/molbev/msaf298,2025,"Celestini S, Lipánová V, Vlček J, Kolář F.",Whole-Genome Duplication Reshapes Adaptation: Autotetraploid Arabidopsis arenosa Leverages its High Genetic Variation to Compensate for Selection Constraints.,,1,2,"heterozygosity, genetic variation, fixation rates",Allelic richness / rare alleles; Heterozygosity / gene diversity; Optimisation algorithms / cost,Polyploid adaptation with standing variation retention vs selection; relevant to diversity-selection trade-off but not optimisation.,https://doi.org/10.1093/molbev/msaf298
10.1007/s00122-025-05139-9,2026,"Yuan Z, Zhao Y, Oldach K, Jahoor A, Jensen JD, Dohrendorf VE, Eschholz TW, Roescher S, Stein N, Reif JC, El Hanafi S.",Targeted expansion of a barley genebank core collection facilitates the discovery of disease resistance loci.,,1,2,"Molecular diversity (SNP-based), genome-wide prediction",Core collection / subset selection; Optimisation algorithms / cost,Core collection expansion using GWP to maximise trait-relevant diversity; demonstrates prediction-informed sampling for trait-allele frequency optimisation.,https://doi.org/10.1007/s00122-025-05139-9
10.1186/s12870-025-06498-7,2025,"Ma P, Zhang H, Shui H, Zhang X, Wang X, Gao S, Zhang H, Nie Z, Qing C, Lu T, Pang Q, Pei W, Chen H, He C, Luo B, He D.",Unveiling the heterosis pattern of modern maize breeding in Southwest China through population structure and genetic diversity analysis.,,1,2,"kinship, F_st, nucleotide diversity (π), heterozygous SNP count",Coancestry / relationship matrix choice; Optimisation algorithms / cost,"Population structure, kinship, diversity metrics, and heterosis patterns in 900 hybrids; no diversity-loss quantification or optimiser integration.",https://doi.org/10.1186/s12870-025-06498-7
10.1101/2025.08.12.669960,2025,"Leung K, Becker F, Šima P, Kreskóci R, Geuverink E, Groot TVM, Pannebakker BA, van den Heuvel J.","<i>Bombus terrestris</i>  Complementary Sex Determiner (BtCSD) is identified as a conserved hymenopteran sex determination region: evolution, breeding, and conservation implications",,1,2,"CSD allelic diversity, diploid male load",Allelic richness / rare alleles; Heterozygosity / gene diversity,Identifies CSD locus critical for breeding management; directly relevant to loss of diversity in isolated bumblebee populations and production.,https://doi.org/10.1101/2025.08.12.669960
10.1186/s12864-024-10793-2,2024,"Bråtelund S, Ruttink T, Goecke F, Broch OJ, Klemetsdal G, Ødegård J, Ergon Å.",Characterization of fine geographic scale population genetics in sugar kelp (Saccharina latissima) using genome-wide markers.,,1,2,"SNPs, haplotypes, expected heterozygosity, allelic richness",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,Fine-scale population genetics; marker type and MAC threshold effects on diversity metrics; kelp cultivation interest.,https://doi.org/10.1186/s12864-024-10793-2
10.1111/eva.70146,2025,"Friis G, Cotterill N, Barsoum N, Webberley M, Vatanparast M, Charters M, Carleial R, Buggs R, Borrell JS.",Genetic Consequences of Tree Planting Versus Natural Colonisation: Implications for Afforestation Programmes in the United Kingdom.,,1,2,"nucleotide diversity (π), Ho, allelic richness (AR), coancestry, inbreeding coefficient (FROH)",Coancestry / relationship matrix choice; Allelic richness / rare alleles; Heterozygosity / gene diversity,Compares genetic diversity metrics and coancestry under planted vs. natural regeneration; evaluates multiple metrics but not optimisation-in-the-loop context.,https://doi.org/10.1111/eva.70146
10.1186/s12711-025-01029-2,2026,Wolc A; Kinghorn B; Kinghorn A; Dekkers J,"Application of optimal contribution selection, trait distribution management, and group selection in layer chickens",Genetics Selection Evolution,0,2,inbreeding rate; genetic diversity (unspecified),OCS / contribution optimisation; Coancestry / relationship matrix choice,OCS with trait management on poultry; addresses diversity-gain trade-off but lacks specific diversity metrics or genomic implementation details.,https://doi.org/10.1186/s12711-025-01029-2
10.1093/bioinformatics/btag569,2026,Fogg J; Ortiz-Cuadros J; Pocrnić I; Hall J; Gorjanc G,robustocs: Robust optimal contribution selection,Bioinformatics,0,2,group coancestry; genomic relationship matrix,OCS / contribution optimisation; Coancestry / relationship matrix choice,Robust OCS accounting for uncertainty; manages coancestry and genetic gain but not primarily focused on diversity metric selection.,https://doi.org/10.1093/bioinformatics/btag569
10.1093/jas/skaa278.421,2020,Adams S; Derks M; Makanjuola B; Wood B; Baes C,PSIII-2 Assessment of runs of homozygosity and estimates of inbreeding in three purebred turkey (Meleagris gallopavo) lines,Journal of Animal Science,0,2,"F_ROH, F_GRM, F_PED, genomic relationship matrix",Coancestry / relationship matrix choice,Compares multiple inbreeding coefficients in managed lines; relevant to diversity metric choice for selection.,https://doi.org/10.1093/jas/skaa278.421
10.3389/fvets.2026.1796462,2026,Qi Y; Rong Y; Zhang M; Wang X; Ao X; Shang F,Genome-wide assessment of runs of homozygosity and inbreeding in Inner Mongolia cashmere goats reveals candidate genes for economic traits,Frontiers in Veterinary Science,0,2,"F_ROH, F_HOM, ROH islands",Coancestry / relationship matrix choice; Effective size,ROH analysis and multiple inbreeding estimates in managed breed; relevant to diversity metric selection.,https://doi.org/10.3389/fvets.2026.1796462
10.1111/jbg.12742,2022,Angarita Barajas B; Cantet R; Steibel J; Schrauf M; Forneris N,Heritability estimates and predictive ability for pig meat quality traits using identity‐by‐state and identity‐by‐descent relationships in an <scp>F<sub>2</sub></scp> population,Journal of Animal Breeding and Genetics,0,2,"IBS, IBD",Coancestry / relationship matrix choice,Compares IBS vs IBD relationship matrices for heritability/prediction in livestock; relevant to matrix choice but no diversity-loss metric or selection framework.,https://doi.org/10.1111/jbg.12742
10.24072/pcjournal.708,2026,Uhl M; Bunel P; de Navascués M; Boitard S; Servin B,SelNeTime: a python package inferring effective population size and selection intensity from genomic time series data,Peer Community Journal,0,2,allele frequency trajectories,Effective size; Optimisation algorithms / cost,Hidden Markov inference of Ne and selection from time-series genomic data; relevant to diversity dynamics but not combinatorial optimisation.,https://doi.org/10.24072/pcjournal.708
10.3390/agronomy15112638,2025,Perera M; Peña Malavera A; Henriquez D; Noguera A; Racedo J; Ostengo S,Sugarcane Genetic Diversity Study of Germplasm Bank and Assessment of a Core Collection,Agronomy,0,2,"DArT-seq SNP, expected/observed heterozygosity, PIC, discrimination power, FST, AMOVA",Heterozygosity / gene diversity; Effective size; Core collection / subset selection,Core collection assessment showing diversity capture efficiency; lacks inner-loop optimisation cost or selection constraints.,https://doi.org/10.3390/agronomy15112638
